	HypoPrepubertalDHT2	HypoPrepubertalDHT3	HypoPrepubertalDHT4	HypoPrepubertalCNT1	HypoPrepubertalCNT2	HypoPrepubertalCNT3	HypoPrepubertalCNT4
Sema3d	0	0	0	0	0	0	0
Gm10108	0	0	1	0	0	1	0
Pclo	2	0	2	3	3	1	0
Cac02d1	0	0	0	1	0	1	0
Sema3c	0	2	0	1	1	0	0
Cd36	2	0	1	1	1	2	2
G0i1	0	0	0	0	0	0	0
4921504A21Rik	0	0	0	0	1	0	0
Magi2	1	0	1	1	0	1	0
Tmem60	1	3	0	0	0	1	0
Rsbn1l	0	0	0	0	1	2	0
Ptpn12	0	0	0	0	0	0	0
Fgl2	1	1	0	0	0	0	0
Fam185a	0	0	0	0	0	0	0
Lrrc17	2	2	2	0	0	0	0
Armc10	0	1	0	0	0	0	0
Pmpcb	0	4	0	1	1	3	1
D0jc2	0	2	1	1	0	0	0
Psmc2	5	9	6	6	8	8	1
Reln	1	0	0	0	1	0	0
Gm15421	1	0	0	0	0	0	0
Rpl17-ps5	0	1	1	2	1	0	0
Gm6560	0	1	0	0	0	0	0
5031425E22Rik	1	0	1	0	0	1	0
Kmt2e	2	3	2	3	1	1	0
Srpk2	0	2	1	1	1	0	0
AI506816	0	1	0	0	1	0	0
Pus7	0	0	0	1	0	0	0
Rint1	0	0	1	0	1	1	0
Tomm7	7	5	4	8	5	6	1
Fam126a	0	1	0	0	1	1	0
Gm6745	1	4	0	2	1	2	0
Klhl7	1	0	0	0	2	2	0
Nupl2	0	0	0	0	0	0	0
Kcnh2	0	0	0	0	0	0	0
Nos3	0	0	0	1	0	0	0
Abcb8	1	0	1	1	1	1	0
Cdk5	5	9	6	4	13	10	2
Slc4a2	0	0	0	0	0	1	0
Fastk	0	0	0	0	0	0	0
Tmub1	2	1	1	1	0	1	1
Agap3	1	1	5	4	3	3	0
Abcf2	1	1	1	0	0	0	0
Gm10221	0	0	2	1	3	1	2
Chpf2	3	3	4	1	3	2	1
Smarcd3	2	4	0	0	2	4	2
Nub1	0	1	0	2	1	2	0
Gm26648	0	0	0	0	1	0	0
Crygn	0	0	0	0	1	0	0
Rheb	3	2	2	3	3	4	2
Prkag2	0	1	1	0	0	0	0
Galnt11	1	0	0	0	0	0	0
Kmt2c	1	0	0	1	0	1	0
Actr3b	0	2	0	0	0	0	1
Gm21680	0	1	0	0	0	0	0
Speer4a	0	0	0	0	0	0	0
Gm6089	0	1	0	0	0	0	0
Dpp6	2	0	1	0	5	2	0
Paxip1	2	2	1	0	0	0	2
Insig1	3	0	0	1	2	0	0
Rbm33	0	2	0	1	0	0	0
Rnf32	0	0	0	0	2	0	0
Lmbr1	0	1	0	0	0	0	1
Nom1	0	0	0	0	0	1	0
Ube3c	2	0	0	0	0	0	0
D0jb6	0	2	1	3	1	0	2
Tyms	0	1	0	0	0	0	0
Hadha	0	2	0	1	2	0	1
Hadhb	1	0	3	0	0	1	1
Selenoi	0	3	0	0	0	0	0
Drc1	0	0	0	0	1	1	0
Otof	0	0	0	0	0	0	0
Kcnk3	0	2	0	0	1	2	0
Slc35f6	0	1	0	1	0	0	0
Cenpa	0	0	0	0	0	0	1
Dpysl5	0	2	2	1	2	0	0
Mapre3	2	1	5	0	1	0	0
Gm19409	0	0	0	1	0	1	0
Tmem214	2	0	0	0	1	0	0
Agbl5	1	0	0	0	0	0	0
Ost4	5	8	3	3	8	4	3
Emilin1	1	0	0	0	0	0	0
Khk	1	0	0	0	0	0	0
Cgref1	0	0	0	0	0	1	1
Preb	0	0	0	0	3	2	0
Slc5a6	0	1	0	2	0	1	0
Atraid	3	2	2	3	3	2	0
Cad	1	2	0	0	1	0	0
Mpv17	0	0	0	0	0	1	0
Gtf3c2	1	0	0	1	1	0	0
Eif2b4	0	1	1	4	2	0	0
Snx17	3	1	1	2	1	4	1
Zfp513	0	0	0	1	0	0	0
Ppm1g	2	2	4	0	2	3	0
Nrbp1	1	0	2	2	3	1	0
Ift172	0	1	0	2	1	0	0
Fndc4	1	2	1	1	1	1	0
Zfp512	0	1	0	0	0	0	0
Gpn1	0	1	0	1	0	1	0
Supt7l	0	1	0	0	1	1	0
Slc4a1ap	0	0	0	0	0	0	0
Mrpl33	1	2	0	0	1	1	0
Babam2	1	0	0	1	0	2	0
Fosl2	2	1	0	1	0	1	0
Ppp1cb	1	0	0	2	1	1	0
Yes1	0	0	1	0	0	1	0
Pisd	1	2	1	0	1	0	0
Prr14l	0	0	0	0	0	0	0
Depdc5	0	0	2	0	0	0	0
Ywhah	2	1	0	1	2	6	1
Rpl35a-ps5	0	0	1	0	0	0	0
Ctbp1	1	1	0	1	1	1	0
Maea	3	2	1	1	2	3	0
Uvssa	0	1	0	0	0	0	0
Fam53a	0	1	0	0	1	1	0
Slbp	0	0	1	0	1	1	0
Tmem129	0	0	1	1	0	0	0
Tacc3	0	0	0	0	0	0	0
Fgfr3	1	0	1	2	2	0	1
Letm1	0	0	1	1	2	2	0
Gm10059	1	2	0	1	2	0	0
Nsd2	0	1	1	0	0	0	0
Nelfa	1	0	0	0	0	0	0
Gm1673	3	0	1	2	2	2	0
0t8l	8	4	4	6	2	4	0
Haus3	0	1	1	0	0	0	0
Mxd4	1	2	1	0	0	1	0
Rnf4	2	3	0	0	0	3	0
Fam193a	1	0	0	1	0	0	1
Tnip2	0	0	0	1	0	0	0
Sh3bp2	1	0	0	0	0	0	0
Add1	1	0	1	2	3	4	0
Mfsd10	1	1	1	0	0	2	0
Nop14	0	0	3	0	0	0	0
Htt	0	0	3	1	1	1	0
Rgs12	2	0	0	0	0	1	0
Dok7	0	0	0	1	0	0	0
Lrpap1	1	5	8	3	10	9	1
Adra2c	1	0	0	0	0	0	0
Acox3	2	0	0	1	0	0	0
Htra3	0	1	0	1	0	1	0
Ablim2	0	1	0	0	0	0	0
Afap1	0	0	1	0	0	1	0
Sorcs2	1	0	0	0	1	2	0
Grpel1	2	4	3	2	1	2	4
Tada2b	0	0	0	0	0	0	0
Tbc1d14	0	0	0	0	0	1	0
D5Ertd579e	1	2	1	0	0	1	0
Bloc1s4	1	1	0	0	0	0	0
Mrfap1	1	4	6	3	3	1	0
Man2b2	1	0	1	0	1	1	0
Ppp2r2c	6	1	2	0	2	5	3
Wfs1	0	1	0	0	0	2	0
Jakmip1	0	0	2	1	2	0	1
Crmp1	1	0	0	0	1	1	1
Evc	0	0	0	0	0	0	0
Evc2	0	0	0	0	0	0	0
Stk32b	0	0	0	0	0	0	0
Stx18	1	1	2	0	0	2	0
Nsg1	8	15	14	16	22	15	6
Zbtb49	0	0	0	1	0	1	0
Lyar	1	2	2	0	3	0	0
Tmem128	0	0	0	0	1	0	0
Wdr1	0	1	2	2	0	0	0
Hs3st1	0	1	1	0	0	0	0
Gm7816	0	1	0	0	0	0	0
Gm4754	0	2	1	1	1	1	2
Rab28	0	1	0	0	0	0	0
Bod1l	0	0	2	0	0	0	1
Cpeb2	0	1	0	0	0	0	0
Cc2d2a	0	1	0	0	0	1	0
Fbxl5	1	0	0	0	1	1	0
Cd38	0	0	0	2	0	0	0
Tapt1	0	0	0	1	1	0	0
E430021H15Rik	0	0	0	0	0	0	0
Ldb2	0	0	0	0	0	0	0
Qdpr	10	6	4	5	8	8	1
Lap3	1	2	2	0	2	4	1
Med28	3	3	1	6	4	0	1
Ncapg	0	0	0	0	0	0	0
Lcorl	0	2	0	0	0	0	1
Slit2	1	1	1	0	0	0	0
Kcnip4	0	0	1	0	0	0	0
Gm43829	0	0	0	0	0	0	0
Gm43318	0	0	0	0	0	0	0
Adgra3	0	1	0	0	0	0	0
Ppargc1a	0	0	0	0	1	0	0
Dhx15	0	0	0	2	1	1	0
Sod3	1	3	0	0	0	1	0
Ccdc149	0	0	0	0	1	0	0
Lgi2	8	5	4	8	4	0	1
A0pc4	0	2	0	1	2	2	0
Sel1l3	0	0	0	0	0	0	0
Smim20	0	0	2	3	0	0	0
Gm45495	0	1	1	0	1	0	0
Rbpj	0	0	0	1	0	1	0
Tbc1d19	0	0	0	0	0	0	1
Stim2	0	0	0	1	0	1	0
Pcdh7	0	1	0	1	0	0	0
Nwd2	0	0	0	1	0	1	0
Tbc1d1	0	0	0	1	1	1	0
Klf3	1	2	1	1	0	0	0
C230096K16Rik	0	0	0	0	0	0	0
Fam114a1	0	0	0	0	0	0	0
Klhl5	1	0	0	2	1	0	0
Wdr19	0	0	0	0	0	1	0
Rfc1	0	0	0	1	0	0	0
Rpl9	12	21	2	4	6	6	4
Lias	0	2	0	0	1	1	1
1110003F10Rik	0	0	0	1	0	0	0
Gm43311	0	0	0	0	0	0	0
Ugdh	0	0	0	0	0	0	0
Smim14	0	2	0	1	0	0	1
Ube2k	1	1	1	4	1	1	0
Gm40309	0	0	0	0	0	0	0
Pds5a	0	0	0	0	0	1	0
N4bp2	0	0	1	0	0	1	0
Rbm47	0	0	0	0	1	0	0
Apbb2	0	0	0	0	0	0	2
Uchl1	9	10	15	11	28	12	5
Limch1	0	2	0	1	1	1	0
Tmem33	0	0	1	0	1	3	1
Slc30a9	1	1	0	3	1	2	0
Shisa3	0	0	0	0	1	0	0
Atp8a1	1	0	0	0	0	1	1
Guf1	0	0	0	0	1	0	0
Gnpda2	0	0	0	0	1	0	0
Gabrg1	0	0	0	0	0	1	0
Gabra2	0	0	0	1	0	0	0
Gabra4	0	0	1	0	0	1	0
Gabrb1	0	3	0	0	5	1	0
Gm15616	0	2	1	1	1	1	1
Commd8	0	0	0	2	3	2	0
Atp10d	1	0	0	0	0	0	0
Zar1	0	0	0	0	1	0	0
Nipal1	1	0	0	0	0	0	0
Slain2	0	0	0	1	0	1	0
Fryl	1	0	0	1	0	0	0
Ociad1	5	10	10	7	7	3	3
Gm42732	0	0	0	0	1	0	0
Ociad2	1	2	1	0	2	2	0
Dcun1d4	0	0	1	0	2	0	1
Sgcb	0	2	0	3	1	3	0
Usp46	0	0	0	0	0	2	0
Dancr	0	0	0	0	1	0	0
Rasl11b	0	2	0	0	0	0	0
Scfd2	0	0	0	0	2	0	0
Fip1l1	1	4	0	1	2	0	1
Lnx1	0	0	0	1	2	0	0
Chic2	1	0	0	0	1	0	0
Pdgfra	0	2	1	1	1	0	0
Kit	1	1	0	0	0	0	0
Kdr	1	0	0	1	1	1	0
Srd5a3	0	0	0	0	0	0	0
Tmem165	0	0	1	0	0	0	0
Clock	1	1	0	0	0	0	0
Ube2n-ps1	0	0	0	0	0	0	0
Exoc1	0	1	0	0	0	0	0
C530008M17Rik	0	0	0	1	0	0	0
Aasdh	1	0	0	0	0	1	0
Ppat	0	0	0	0	0	1	0
Paics	0	3	0	2	1	3	0
Srp72	1	1	0	1	1	1	0
Hopx	0	0	0	0	0	0	0
Rest	0	0	1	0	0	2	1
Noa1	0	0	0	0	0	0	0
Polr2b	1	0	0	2	0	0	0
Igfbp7	0	4	0	2	0	2	0
Adgrl3	2	2	1	1	2	1	0
Rpl7-ps7	0	0	0	0	0	0	0
Epha5	0	0	0	0	0	0	0
Cenpc1	1	0	0	0	0	1	0
Uba6	0	0	0	0	0	0	0
Ythdc1	0	0	0	0	1	0	0
Gm5869	0	1	0	0	0	0	0
Csn1s1	0	0	5	4	3	10	0
Csn2	0	0	5	27	15	36	1
Csn1s2a	0	0	1	2	1	3	0
Csn1s2b	0	0	0	1	2	2	0
Csn3	0	1	0	5	1	7	0
Jchain	0	0	1	1	1	0	0
Utp3	3	1	1	0	0	1	2
Rufy3	2	4	3	0	2	1	0
Grsf1	0	1	0	0	0	0	0
Mob1b	0	2	0	1	1	1	0
Gm15682	1	0	0	1	2	1	1
Dck	0	1	0	0	0	1	0
Slc4a4	0	1	0	0	1	0	0
Eif5al3-ps	0	0	0	0	1	0	0
Cox18	0	0	0	0	0	0	0
Ankrd17	0	0	1	2	0	1	0
Alb	1	0	0	0	0	0	0
Pf4	0	1	0	0	0	3	0
Mthfd2l	0	0	0	0	0	0	0
Parm1	1	2	1	0	1	0	1
Rchy1	1	0	0	0	0	1	2
Cdkl2	0	0	2	0	0	3	0
Gm26582	0	0	0	0	0	0	0
G3bp2	0	5	2	5	2	0	0
Uso1	0	1	2	0	2	0	0
Gm15710	0	0	0	0	0	0	0
0aa	0	1	0	2	0	0	0
Sdad1	0	0	0	0	0	0	0
Art3	0	0	0	0	0	0	0
Nup54	0	0	0	1	0	0	0
Scarb2	2	1	0	1	2	2	0
Stbd1	0	0	0	0	0	0	0
Gm6450	0	0	0	0	0	0	0
11-Sep	0	0	0	1	1	0	0
Ccni	1	1	0	0	1	1	1
Ccng2	0	1	0	0	1	0	0
Gm5559	0	0	0	0	1	0	0
Cnot6l	0	1	0	1	0	0	1
Mrpl1	0	0	0	0	0	1	0
Anxa3	0	0	0	0	0	0	0
Gm33370	0	0	0	0	0	1	0
Bmp2k	0	0	1	0	0	0	0
Antxr2	0	1	0	0	0	0	0
Bmp3	0	1	0	0	1	0	0
Rasgef1b	0	0	0	0	0	0	0
Hnrnpd	1	0	0	1	1	2	0
Hnrnpdl	3	0	1	1	2	2	0
Enoph1	0	1	0	0	1	2	0
Tmem150c	0	0	1	0	0	0	0
Sec31a	1	1	1	0	1	0	0
5430416N02Rik	0	0	0	0	0	0	0
Cops4	0	1	1	3	5	1	0
Plac8	1	1	0	1	0	0	0
Coq2	0	0	0	1	1	1	1
Mrps18c	0	1	0	1	1	2	0
Abraxas1	0	0	0	0	0	0	0
Gpat3	0	0	0	1	0	0	0
Cds1	0	0	0	0	0	0	0
Wdfy3	2	1	3	0	2	1	0
Arhgap24	0	0	0	0	1	0	0
Mapk10	1	0	1	0	2	1	1
Ptpn13	0	0	0	0	0	1	0
Aff1	0	0	0	1	1	1	0
Klhl8	2	0	0	0	0	0	0
Hsd17b11	0	2	2	3	0	1	0
Nudt9	2	2	2	3	2	2	0
Sparcl1	13	10	13	9	12	12	4
Spp1	0	0	2	1	1	3	0
Pkd2	0	0	0	1	1	0	0
BC005561	0	0	0	0	0	0	0
D930016D06Rik	0	1	0	0	1	0	0
Gbp9	0	0	0	0	0	0	0
Gbp4	0	1	0	1	0	0	0
Lrrc8b	0	0	0	0	0	1	0
Lrrc8c	1	0	0	0	1	0	0
Lrrc8d	0	1	0	0	0	0	0
Rps15a-ps5	0	0	0	0	0	0	0
Zfp326	1	2	0	1	0	0	0
Gm28050	0	0	0	0	0	0	0
Zfp644	0	1	0	1	0	0	0
Cdc7	1	0	0	1	0	1	0
Tgfbr3	1	2	0	1	0	0	0
Gm42900	0	0	0	0	0	0	0
A830010M20Rik	0	0	0	0	0	0	0
Glmn	0	0	0	0	0	1	0
Rpap2	1	0	0	0	0	0	0
Evi5	0	2	0	0	0	1	0
Rpl5	7	26	6	11	14	12	2
Gm22270	0	0	0	0	0	0	0
Fam69a	0	0	1	1	1	1	0
Mtf2	0	1	0	1	0	0	0
Tmed5	0	1	0	0	4	0	0
Dr1	0	0	0	0	0	0	0
Pigg	0	0	0	2	1	0	0
Gm10419	6	0	0	0	0	0	1
Atp5k	13	15	9	5	14	13	10
Pcgf3	0	0	0	0	0	1	0
Gm10086	0	2	1	0	0	1	0
Cplx1	6	2	2	1	1	2	1
Gak	0	0	1	1	1	0	0
Tmem175	2	1	0	0	1	0	0
Dgkq	0	1	1	0	0	0	0
Idua	0	0	0	0	0	0	0
Fgfrl1	1	0	0	0	0	0	0
Crlf2	0	0	0	0	0	1	0
5430403G16Rik	0	1	0	1	0	0	0
Gm15446	0	0	0	0	0	0	0
Zfp932	0	2	0	0	0	0	0
Plcxd1	0	0	1	1	0	0	0
Gtpbp6	0	0	2	0	4	2	0
Chfr	0	0	1	0	0	0	0
Golga3	0	0	0	0	0	0	0
Ankle2	0	1	0	1	0	0	0
Pgam5	0	0	0	0	0	0	0
Pxmp2	0	0	0	0	0	0	0
Fbrsl1	0	2	0	0	1	0	0
Galnt9	1	1	0	0	0	0	1
Noc4l	0	0	0	0	0	0	0
Ddx51	0	0	0	0	0	0	1
Ep400	2	0	2	0	1	0	0
Pus1	0	0	0	0	0	0	0
Ulk1	0	1	1	1	1	1	0
Hscb	0	3	2	0	0	2	0
Chek2	0	0	0	0	0	0	0
Ttc28	0	1	0	0	0	0	0
Pitpnb	0	1	0	1	1	0	0
Miat	1	4	2	2	2	2	0
Crybb1	0	3	0	0	1	0	0
Tpst2	0	0	0	1	0	0	0
Tfip11	1	1	0	0	0	1	0
Srrd	1	0	0	0	1	0	0
Hps4	0	0	0	0	0	0	1
Asphd2	0	0	1	1	1	1	1
Sez6l	1	1	0	0	0	1	0
Grk3	0	2	0	0	0	0	0
2900026A02Rik	0	0	0	0	1	0	0
Sgsm1	2	0	0	0	1	0	0
Ficd	1	0	0	1	1	0	0
Sart3	0	1	0	0	0	0	0
Gm3511	1	1	3	0	1	3	1
Iscu	5	1	2	1	0	1	1
Tmem119	0	1	0	0	0	0	0
Selplg	1	1	0	1	0	2	0
Coro1c	1	2	1	1	0	0	0
Gm43336	0	0	0	1	0	0	0
Ssh1	1	2	0	1	0	0	0
Svop	0	0	1	2	5	1	1
Usp30	1	1	1	0	0	0	0
Alkbh2	0	0	0	0	0	0	0
Acacb	0	0	0	1	0	0	0
Myo1h	0	0	0	0	0	0	0
Kctd10	0	2	0	0	1	0	0
Ube3b	0	1	0	0	0	0	0
Mmab	0	1	0	0	0	0	0
Mvk	2	2	2	0	2	1	0
Fam222a	0	0	3	0	0	0	0
Gltp	0	0	1	0	0	0	0
Tchp	1	0	0	0	1	0	0
Git2	1	1	0	0	1	2	0
Ankrd13a	0	0	0	0	0	1	0
1500011B03Rik	6	2	6	2	7	5	3
2610524H06Rik	0	0	0	0	0	1	0
Oasl2	0	1	0	0	1	0	0
2210016L21Rik	3	6	1	2	3	3	1
Sppl3	0	0	0	1	1	1	2
Rpl37rt	0	1	0	1	1	0	0
Acads	0	0	1	0	1	1	0
Unc119b	0	0	0	1	0	1	0
Mlec	0	4	1	4	4	1	0
Cabp1	1	0	1	1	0	0	0
Pop5	1	1	1	0	6	4	0
Rnf10	0	1	0	0	2	1	1
Coq5	1	1	1	0	0	0	0
Dynll1	13	19	18	12	17	20	2
Gm13830	1	0	0	0	1	0	0
Srsf9	0	0	1	2	1	0	0
Gatc	0	1	0	0	0	0	0
Triap1	1	0	0	0	0	0	0
Cox6a1	30	29	30	30	30	22	12
Msi1	0	1	0	0	0	0	0
Gm24407	0	0	0	1	1	0	0
Pxn	1	2	0	0	1	1	0
Rplp0	3	15	10	15	12	9	3
Gcn1l1	0	1	1	3	0	1	0
Rab35	0	1	1	1	1	0	0
Bicdl1	0	1	0	0	0	0	0
Gm13841	0	0	1	0	0	0	0
Cit	3	0	1	0	0	3	0
Prkab1	0	1	0	0	0	0	0
Hspb8	0	1	0	2	0	0	0
Srrm4	0	2	0	0	1	0	0
Suds3	0	3	2	0	1	0	1
Taok3	0	0	0	0	1	0	0
Pebp1	10	8	6	4	10	4	4
Vsig10	0	1	1	0	0	0	0
Wsb2	2	2	0	0	0	1	0
Ksr2	0	1	1	2	0	1	0
Nos1	0	3	3	1	2	3	1
Fbxo21	0	2	1	1	1	1	0
Tesc	0	0	0	0	1	0	0
Fbxw8	0	2	0	0	0	0	1
Hrk	0	1	0	1	0	0	0
Rnft2	0	0	0	0	0	1	0
2410131K14Rik	1	0	3	0	1	1	1
Med13l	0	2	0	2	0	1	0
Tbx3	0	1	1	0	0	1	0
Rbm19	0	0	0	0	0	0	0
Sdsl	2	1	0	0	2	1	1
Plbd2	1	0	1	1	1	1	0
Tpcn1	0	0	0	0	0	0	1
Iqcd	0	0	0	0	0	0	0
Rita1	1	0	0	0	0	1	0
Ddx54	0	0	0	1	2	0	0
Rasal1	0	0	1	0	1	0	0
Dtx1	2	1	2	0	0	3	0
Oas1c	0	0	0	0	0	0	0
Rph3a	1	1	2	0	0	2	1
Ptpn11	2	1	1	1	1	1	1
Rpl6	10	23	14	12	12	13	7
Hectd4	1	2	1	0	0	1	2
Trafd1	0	1	0	2	0	0	0
0a25	1	0	0	0	0	1	0
Erp29	2	1	3	3	7	3	0
Aldh2	2	7	3	1	2	1	0
Acad12	0	0	0	0	1	0	0
Acad10	0	0	0	0	0	0	0
Brap	1	0	0	0	0	1	1
Atxn2	1	1	2	2	5	0	0
Sh2b3	0	0	0	0	0	0	0
Fam109a	1	0	1	0	0	0	0
Cux2	0	1	0	1	0	0	0
Ppp1cc	0	1	5	2	1	0	1
Hvcn1	0	1	0	0	0	1	0
Tctn1	0	1	2	0	0	0	1
Gm15481	0	0	0	0	0	1	0
Pptc7	0	3	1	1	0	2	0
Vps29	4	5	4	1	7	3	1
Fam216a	0	1	1	0	1	1	0
Gpn3	2	2	1	0	0	0	0
Arpc3	1	3	2	4	5	5	0
A0pc7	1	3	1	1	2	1	0
Atp2a2	2	1	4	1	4	4	0
Gm43359	0	0	0	0	0	0	1
Ift81	0	0	0	0	0	1	0
P2rx4	1	2	0	1	1	0	0
Camkk2	1	3	1	1	1	0	0
A0pc5	0	3	2	0	1	2	0
Rnf34	1	2	0	1	0	0	0
Kdm2b	0	3	0	2	0	0	0
Tmem120b	0	0	0	0	1	0	0
Rhof	0	0	0	0	0	0	0
Gm43413	0	0	0	0	0	0	0
AI480526	0	0	0	0	0	0	0
Setd1b	0	1	0	0	0	1	0
Psmd9	0	2	0	0	2	2	0
Wdr66	0	1	0	0	0	0	0
Rpl35a-ps6	1	1	0	1	2	0	0
Bcl7a	0	0	0	0	0	1	0
Mlxip	1	0	0	0	0	0	0
Lrrc43	0	0	0	0	1	0	0
Vps33a	1	1	1	2	1	0	1
Clip1	0	2	0	0	1	1	0
Zcchc8	1	1	0	0	0	0	1
Rsrc2	1	2	3	1	1	3	0
Denr	5	1	2	4	2	6	4
Hip1r	0	4	1	0	0	1	0
Vps37b	0	1	1	0	1	0	0
Abcb9	0	2	0	0	0	0	0
Ogfod2	0	0	0	0	0	0	0
Arl6ip4	1	6	2	3	2	4	1
Pitpnm2	1	0	0	0	0	0	0
Mphosph9	0	0	0	0	0	0	0
2810006K23Rik	0	0	1	1	0	0	0
Cdk2ap1	0	0	0	0	0	0	0
Sbno1	0	2	0	0	2	0	0
Kmt5a	0	2	0	0	0	0	0
Rilpl2	1	0	0	0	0	0	0
Snrnp35	0	1	0	0	2	0	0
Rilpl1	0	0	0	0	0	0	0
Tmed2	0	4	1	1	1	1	0
Ddx55	0	1	0	0	2	1	0
Eif2b1	1	1	1	2	0	1	0
Gtf2h3	0	0	0	0	0	1	0
Tctn2	0	0	0	0	0	0	0
Atp6v0a2	0	1	1	2	5	1	0
D0h10	0	0	0	0	0	0	0
Ccdc92	0	1	3	1	0	0	0
Zfp664	1	0	1	2	1	0	0
Ncor2	1	1	3	5	1	1	0
Scarb1	0	3	0	3	2	3	1
Ubc	15	15	19	15	17	17	5
Dhx37	0	0	0	0	0	0	1
Bri3bp	1	1	1	2	1	1	0
Aacs	0	2	0	2	0	0	0
Tmem132b	0	0	0	1	3	1	0
Slc15a4	0	0	0	1	0	0	1
Glt1d1	2	0	0	1	2	0	0
Tmem132d	1	0	0	0	0	0	0
Rimbp2	0	1	0	0	0	0	0
Stx2	1	0	0	0	0	1	0
Ran	5	6	2	3	6	2	0
Rps16-ps2	0	1	0	0	0	0	0
Sfswap	0	0	0	0	0	0	1
Mmp17	0	0	0	1	0	1	0
Mrps17	0	4	2	4	3	2	0
Nips0p2	1	0	0	0	1	0	0
Psph	0	0	0	2	1	1	0
Cct6a	1	1	2	2	3	1	0
Sumf2	0	1	1	0	2	0	0
Phkg1	0	0	1	0	0	0	0
Chchd2	29	16	12	11	22	18	6
Zbed5	0	1	1	2	1	1	1
Vkorc1l1	0	1	1	0	0	0	1
Gusb	0	2	0	1	1	2	0
Asl	2	3	2	1	2	0	1
Crcp	0	2	2	2	0	1	0
Tpst1	0	2	0	0	0	0	0
Rabgef1	0	1	0	0	0	0	0
Gm15920	0	1	1	0	0	0	0
Tmem248	1	1	1	1	1	2	0
Sbds	1	2	1	1	0	2	1
Tyw1	0	0	0	1	0	0	0
Caln1	2	2	0	0	1	2	0
Galnt17	0	0	0	1	0	0	0
Auts2	1	1	2	0	1	0	0
Gm42443	0	0	0	0	0	0	0
Gm10051	0	1	1	0	2	0	0
Gatsl2	2	0	2	3	0	0	0
Rcc1l	0	0	0	1	0	1	0
Gtf2ird2	1	0	1	2	0	0	0
Ncf1	0	0	1	0	0	0	0
Gtf2i	1	5	2	1	2	3	2
Gtf2ird1	2	1	0	0	0	1	1
Gm16020	4	3	2	1	1	2	2
Clip2	0	0	0	1	0	0	0
Rfc2	0	0	0	0	0	1	0
Eif4h	4	8	3	2	5	6	2
Limk1	1	0	1	1	0	0	0
Eln	0	1	0	0	0	0	0
Mettl27	0	1	0	0	1	0	0
Cldn3	0	0	0	0	0	0	0
Abhd11	1	0	0	1	1	2	0
Abhd11os	1	0	0	0	0	0	0
Stx1a	0	0	1	1	1	1	0
Bud23	0	2	0	0	2	1	1
D0jc30	0	2	2	2	0	0	0
Vps37d	0	0	0	0	0	0	0
Mlxipl	0	0	0	0	0	0	0
Tbl2	1	0	0	0	0	1	0
Bcl7b	0	2	0	0	3	2	1
Baz1b	1	1	1	0	1	0	1
Nsun5	0	0	1	1	1	0	0
Pom121	0	3	0	0	1	1	1
Hip1	0	1	0	2	0	2	2
Rhbdd2	0	1	1	0	3	3	0
Por	0	3	0	0	3	2	0
Gm16061	0	0	0	0	0	1	0
Tmem120a	2	1	1	1	1	0	0
Mdh2	1	4	2	3	2	2	0
Srrm3	1	2	1	0	0	1	0
Hspb1	1	0	2	0	1	0	1
Ywhag	6	10	3	2	9	5	4
Zp3	0	0	0	0	1	0	0
Rasa4	0	0	0	0	0	1	0
Polr2j	1	4	1	0	2	1	2
Lrwd1	0	0	0	0	0	0	0
Alkbh4	0	0	0	1	0	1	1
Orai2	0	2	0	0	0	0	0
Prkrip1	1	0	2	4	1	0	0
Sh2b2	0	0	0	0	1	0	0
Cux1	0	0	0	1	0	0	1
Col26a1	0	0	0	0	2	0	1
Ift22	2	3	1	2	2	2	0
4933404O12Rik	0	0	0	0	0	1	0
Fis1	11	11	12	2	15	7	2
Znhit1	2	3	5	4	6	0	1
Plod3	0	1	1	3	2	0	1
Vgf	0	0	1	0	0	1	0
Ap1s1	2	4	3	1	5	4	2
Trim56	0	0	0	0	0	0	0
Ache	1	1	1	1	1	4	0
Ufsp1	1	1	0	0	0	0	0
Srrt	0	0	1	1	0	0	2
Trip6	0	0	0	0	0	0	0
Slc12a9	0	1	1	0	0	0	0
Ephb4	0	0	0	0	0	0	0
Pop7	0	1	0	0	0	1	1
Gigyf1	0	2	0	0	1	1	1
Gnb2	3	4	2	1	1	2	1
Actl6b	1	0	0	2	2	3	0
Mospd3	0	1	1	0	2	1	0
Gm7285	0	0	0	0	0	0	0
Pcolce	2	3	1	2	1	0	0
Agfg2	0	1	1	0	0	1	0
Nyap1	0	1	3	1	3	2	1
Tsc22d4	5	2	6	3	4	1	4
Mepce	0	1	1	0	1	0	0
Gm8099	0	0	0	0	1	0	0
Gjc3	0	1	0	0	1	0	0
Zkscan1	1	0	0	1	2	1	0
Zscan21	1	2	1	1	0	0	0
Cops6	3	5	4	4	6	0	3
Mcm7	0	0	0	1	1	1	0
Ap4m1	1	0	0	0	0	0	0
Taf6	1	0	1	0	1	1	0
Cnpy4	0	0	1	0	0	0	0
Mblac1	0	1	1	0	0	1	0
Lamtor4	1	4	1	1	5	4	1
BC037034	1	0	1	0	0	0	0
6330418K02Rik	0	0	0	1	0	0	0
Zfp157	0	1	1	0	0	0	0
Gm5564	0	0	0	0	0	0	0
Zfp68	0	2	0	0	0	1	0
A430033K04Rik	0	0	0	1	0	0	1
Fam20c	0	2	0	0	2	0	0
Pdgfa	1	0	1	0	2	2	0
